state,city_or_county,IncYear,n_killed,n_injured,n_totVictim,Code,povRate_19,povRate_minor_19,poveRate_15_19,povRate_minor_15_19,median_income_15_19,median_income_19,deepPov,deepPov_minor,noHighSch_15_19,highSch_15_19,bachelor_15_19,UnempRate2020,UnempRate2019,UnempRate2018,UnempRate2017,PopChangeRate1019,Population 2020,LFPVetsRate
Virginia,Richmond,2018,0,5,5,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",70.92579505
Virginia,Richmond,2018,0,5,5,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",24.09381663
Virginia,Richmond,2018,0,5,5,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",70.92579505
Virginia,Richmond,2018,0,5,5,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",24.09381663
Virginia,Richmond,2018,0,5,5,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",70.92579505
Virginia,Richmond,2018,0,5,5,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",24.09381663
Virginia,Richmond,2018,0,5,5,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",70.92579505
Virginia,Richmond,2018,0,5,5,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",24.09381663
Virginia,Richmond,2018,0,5,5,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",70.92579505
Virginia,Richmond,2018,0,5,5,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",24.09381663
Virginia,Richmond,2018,0,5,5,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",70.92579505
Virginia,Richmond,2018,0,5,5,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",24.09381663
Virginia,Richmond,2018,0,5,5,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",70.92579505
Virginia,Richmond,2018,0,5,5,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",24.09381663
Virginia,Richmond,2018,0,5,5,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",70.92579505
Virginia,Richmond,2019,1,7,8,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",24.09381663
Virginia,Richmond,2019,1,7,8,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",70.92579505
Virginia,Richmond,2019,1,7,8,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",24.09381663
Virginia,Richmond,2019,1,7,8,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",70.92579505
Virginia,Richmond,2019,1,7,8,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",24.09381663
Virginia,Richmond,2019,1,7,8,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",70.92579505
Virginia,Richmond,2019,1,7,8,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",24.09381663
Virginia,Richmond,2019,1,7,8,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",70.92579505
Virginia,Richmond,2019,1,7,8,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",24.09381663
Virginia,Richmond,2019,1,7,8,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",70.92579505
Virginia,Richmond,2019,1,7,8,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",24.09381663
Virginia,Richmond,2019,1,7,8,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",70.92579505
Virginia,Richmond,2019,1,7,8,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",24.09381663
Virginia,Richmond,2019,1,7,8,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",70.92579505
Virginia,Richmond,2019,1,7,8,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",24.09381663
Virginia,Richmond,2019,1,7,8,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",70.92579505
Virginia,Richmond,2020,2,12,14,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",24.09381663
Virginia,Richmond,2020,2,12,14,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",70.92579505
Virginia,Richmond,2020,2,12,14,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",24.09381663
Virginia,Richmond,2020,2,12,14,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",70.92579505
Virginia,Richmond,2020,2,12,14,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",24.09381663
Virginia,Richmond,2020,2,12,14,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",70.92579505
Virginia,Richmond,2020,2,12,14,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",24.09381663
Virginia,Richmond,2020,2,12,14,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",70.92579505
Virginia,Richmond,2020,2,12,14,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",24.09381663
Virginia,Richmond,2020,2,12,14,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",70.92579505
Virginia,Richmond,2020,2,12,14,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",24.09381663
Virginia,Richmond,2020,2,12,14,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",70.92579505
Virginia,Richmond,2020,2,12,14,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",24.09381663
Virginia,Richmond,2020,2,12,14,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",70.92579505
Virginia,Richmond,2020,2,12,14,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",24.09381663
Virginia,Richmond,2020,2,12,14,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",70.92579505
Virginia,Richmond,2021,7,12,19,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",24.09381663
Virginia,Richmond,2021,7,12,19,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",70.92579505
Virginia,Richmond,2021,7,12,19,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",24.09381663
Virginia,Richmond,2021,7,12,19,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",70.92579505
Virginia,Richmond,2021,7,12,19,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",24.09381663
Virginia,Richmond,2021,7,12,19,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",70.92579505
Virginia,Richmond,2021,7,12,19,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",24.09381663
Virginia,Richmond,2021,7,12,19,VA,17.8,20.2,17.25371491,28.86041807,49517,49758,12.24545955,26.23061362,19.4,35.4,17.7,8.8,3.2,3.5,4.3,12.792,"8,923",70.92579505
Virginia,Richmond,2021,7,12,19,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",24.09381663
Virginia,Richmond,2021,7,12,19,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,-2.769,"8,923",70.92579505
Virginia,Richmond,2021,7,12,19,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",24.09381663
Virginia,Richmond,2021,7,12,19,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,4.9,2.9,3.1,3.6,12.792,"8,923",70.92579505
Virginia,Richmond,2021,7,12,19,VA,19.2,27.6,23.23009361,36.97276205,47250,50949,12.70667611,23.0944985,19.4,35.4,17.7,8.8,3.2,3.5,4.3,-2.769,"8,923",24.09381663
